procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 18757368 316572 8442688    0    0     0    83  997 1070  0  1 99  0  0
 0  0      0 18762016 316604 8440732    0    0     0    67  979 1057  0  1 99  0  0
 1  0      0 18754608 316660 8440208    0    0     0    67  993 1027  0  1 99  0  0
 0  0      0 18739552 316704 8452476    0    0     0    75  940 1043  0  1 99  0  0
 0  0      0 18742808 316736 8456304    0    0     0    69  998 1095  0  1 99  0  0
 0  0      0 18747404 316804 8453088    0    0     0    89  971 1068  0  1 99  0  0
 0  0      0 18751320 316852 8452664    0    0     0    83 1065 1157  0  1 99  0  0
 0  0      0 18752232 316876 8452984    0    0     0    73  957 1098  0  1 99  0  0
 0  0      0 18704984 316964 8461460    0    0     0   221 1048 1422  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18741656 317004 8456056    0    0     0   158 1159 1196  0  1 99  0  0
 0  0      0 18741324 317048 8452984    0    0     0    94 1064 1358  1  1 99  0  0
 0  0      0 18762472 317092 8442844    0    0     0    63  926 1012  0  1 99  0  0
 0  0      0 18775104 317132 8442344    0    0     0    60  933  993  0  1 99  0  0
 0  0      0 18775544 317144 8440968    0    0     0    75  926 1054  0  1 99  0  0
 1  0      0 18734232 317188 8440828    0    0     0    67 1008 1193  0  1 99  0  0
 0  0      0 18729208 317232 8453084    0    0     0    88  961 1079  0  1 99  0  0
 5  0      0 18771328 317296 8424356    0    0     0    84 1245 1629  0  1 99  0  0
 0  0      0 18752740 317336 8423940    0    0     0    85  939 1044  0  1 99  0  0
 0  0      0 18757124 317368 8424440    0    0     0    60  951  992  0  1 99  0  0
 0  0      0 18784644 317420 8405976    0    0     0    69  942  983  0  1 99  0  0
 0  0      0 18781128 317460 8406000    0    0     0    51  910  933  0  1 99  0  0
 0  0      0 18776156 317484 8404112    0    0     0    68  922 1038  0  1 99  0  0
 0  0      0 18791972 317544 8403608    0    0     0    70  971 1004  0  0 99  0  0
 0  0      0 18783136 317584 8416816    0    0     0    79 1038 1037  0  1 99  0  0
 0  0      0 18774840 317624 8419408    0    0     0   109  986  998  0  1 99  0  0
 0  0      0 18746704 317660 8425284    0    0     0    81 1138 1319  1  1 99  0  0
 0  0      0 18769752 317748 8423096    0    0     0   144 1130 1164  1  1 99  0  0
 0  0      0 18815360 317776 8405712    0    0     0    77 1020 1066  1  1 99  0  0
 0  0      0 18812932 317844 8406296    0    0     0    71 1006 1006  0  1 99  0  0
 0  0      0 18814620 317876 8406676    0    0     0    73  999 1053  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18802664 317932 8404264    0    0     0    80  990 1108  0  1 99  0  0
 0  0      0 18796360 317984 8416160    0    0     0   475 1095 1076  0  1 99  0  0
 0  0      0 18790860 318040 8416180    0    0     0  1321  960  987  0  1 99  0  0
 0  0      0 18784428 318096 8416716    0    0     0   112  976 1069  0  1 99  0  0
 0  0      0 18783928 318152 8417064    0    0     0  1712 1081 1287  1  1 99  0  0
 0  0      0 18807888 318216 8406440    0    0     0    80  953  980  0  1 99  0  0
 0  0      0 18800352 318272 8406312    0    0     0    74  916  971  0  1 99  0  0
 0  0      0 18800012 318292 8404712    0    0     0    61  942  996  0  1 99  0  0
 0  0      0 18796596 318344 8404868    0    0     0    90  996 1072  0  1 99  0  0
 0  0      0 18797412 318376 8416700    0    0     0    58  941 1013  0  1 99  0  0
 0  0      0 18792516 318428 8417124    0    0     0    88  914  939  0  1 99  0  0
 1  0      0 18802212 318472 8416848    0    0     0    65  977 1013  0  1 99  0  0
 0  0      0 18791152 318528 8416652    0    0     0    87  977 1033  0  1 99  0  0
 0  0      0 18803444 318552 8406516    0    0     0    62  979  960  0  1 99  0  0
 0  0      0 18808796 318588 8407040    0    0     0    73  973  979  0  1 99  0  0
 0  0      0 18752320 318616 8416540    0    0     0   103 1015 1388  0  1 99  0  0
 0  0      0 18763336 318676 8414072    0    0     0   142  988 1128  0  1 99  0  0
 0  0      0 18773920 318704 8419904    0    0     0    52  987 1031  0  1 99  0  0
 0  0      0 18779448 318760 8419900    0    0     0    82  951 1024  0  1 99  0  0
 0  0      0 18774156 318792 8420472    0    0     0   109  965 1031  0  1 99  0  0
 0  0      0 18782136 318844 8419976    0    0     0    78 1062 1216  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18792872 318876 8410236    0    0     0    81  998  997  0  1 99  0  0
 0  0      0 18779768 318916 8409900    0    0     0    86  963 1023  0  1 99  0  0
 0  0      0 18793340 318956 8405024    0    0     0    84 1001 1105  0  1 99  0  0
 0  0      0 18797668 319004 8404660    0    0     0    69 1055 1234  0  1 99  0  0
 0  0      0 18794280 319064 8417280    0    0     0    95  953  997  0  1 99  0  0
 0  0      0 18803368 319104 8416780    0    0     0    69  936  955  0  1 99  0  0
 0  0      0 18789876 319128 8417308    0    0     0    78  954  968  0  1 99  0  0
 0  0      0 18780116 319156 8417320    0    0     0    70 1036 1220  0  1 99  0  0
 0  0      0 18796104 319204 8407128    0    0     0    76  955 1006  0  1 99  0  0
 0  0      0 18793284 319240 8406628    0    0     0    48  910  960  0  0 99  0  0
 0  0      0 18790488 319308 8405184    0    0     0    81  955 1063  0  1 99  0  0
 0  0      0 18795944 319352 8405184    0    0     0    77 1010 1038  0  1 99  0  0
 0  0      0 18767648 319408 8423028    0    0     0    76 1046 1113  1  1 99  0  0
 1  0      0 18770764 319432 8422664    0    0     0   533  922  940  0  1 99  0  0
 0  0      0 18729312 319488 8432128    0    0     0   135  993 1230  0  1 99  0  0
 0  0      0 18765396 319536 8422612    0    0     0   121  994 1050  0  1 99  0  0
 0  0      0 18788844 319576 8412848    0    0     0    65  987 1059  0  1 99  0  0
 1  0      0 18780984 319620 8412836    0    0     0    66  911  929  0  1 99  0  0
 0  0      0 18781780 319700 8410896    0    0     0   101  985 1102  0  1 99  0  0
 0  0      0 18780440 319724 8410912    0    0     0    61 1002 1102  0  1 99  0  0
 0  0      0 18782372 319788 8423672    0    0     0    97  993 1042  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18794080 319828 8423684    0    0     0    62 1020 1007  0  1 99  0  0
 0  0      0 18785804 319896 8423200    0    0     0    91 1011 1103  0  1 99  0  0
 0  0      0 18775756 319936 8423724    0    0     0    62  947 1052  0  1 99  0  0
 0  0      0 18785748 319980 8413008    0    0     0    81 1001 1041  0  1 99  0  0
 0  0      0 18791312 320012 8413532    0    0     0    48  928  949  0  1 99  0  0
 1  0      0 18765952 320056 8411512    0    0     0    66 1001 1130  0  1 99  0  0
 0  0      0 18762340 320112 8411516    0    0     0    95  964 1109  0  1 99  0  0
 0  0      0 18760076 320164 8423264    0    0     0    71  986 1043  0  1 99  0  0
 0  0      0 18760024 320196 8423276    0    0     0    65  934  923  0  1 99  0  0
 1  0      0 18755816 320256 8423860    0    0     0    52  947  967  0  1 99  0  0
 0  0      0 18776648 320300 8424328    0    0     0    94 1055 1135  0  0 99  0  0
 3  0      0 18796612 320340 8413552    0    0     0    67  917  989  0  1 99  0  0
 0  0      0 18788024 320392 8413576    0    0     0    78  976  961  0  1 99  0  0
 0  0      0 18785852 320404 8411088    0    0     0    43  953  961  0  1 99  0  0
 0  0      0 18797560 320448 8411632    0    0     0    84 1060 1095  0  1 99  0  0
 0  0      0 18773608 320508 8423372    0    0     0    75  964  989  0  1 99  0  0
 0  0      0 18738040 320616 8434292    0    0     0   190 1146 1651  1  1 99  0  0
 0  0      0 18740968 320664 8431864    0    0     0    98  953  978  0  1 99  0  0
 0  0      0 18774600 320716 8423496    0    0     0   106 1094 1217  0  1 99  0  0
 0  0      0 18784028 320748 8413744    0    0     0    59  921  975  0  1 99  0  0
 1  0      0 18788836 320820 8417324    0    0     0    83  984 1006  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18781532 320852 8411548    0    0     0    50  953 1023  0  1 99  0  0
 0  0      0 18784592 320908 8411668    0    0     0   104 1003 1056  0  1 99  0  0
 0  0      0 18762564 320956 8423480    0    0     0    94  966 1027  0  1 99  0  0
 0  0      0 18765972 321008 8423500    0    0     0    83 1086 1052  0  1 99  0  0
 0  0      0 18780644 321048 8424024    0    0     0    75 1052 1204  1  1 99  0  0
 0  0      0 18760972 321112 8424200    0    0     0    95  973 1112  0  1 99  0  0
 0  0      0 18776520 321152 8413908    0    0     0    66  965 1001  0  1 99  0  0
 0  0      0 18782656 321176 8413416    0    0     0    54  920  966  0  1 99  0  0
 0  0      0 18786136 321216 8413936    0    0     0    61  985 1009  0  1 99  0  0
 1  0      0 18767124 321296 8412124    0    0     0    95 1033 1180  0  1 99  0  0
 0  0      0 18763660 321328 8413444    0    0     0    78  949 1005  0  1 99  0  0
 0  0      0 18765388 321372 8413976    0    0     0    73  935  973  0  1 99  0  0
 0  0      0 18737376 321408 8420568    0    0     0   101 1018 1223  0  1 99  0  0
 0  0      0 18769352 321460 8412008    0    0     0   133 1000 1113  0  1 99  0  0
 0  1      0 18761872 321504 8421652    0    0     0    63  993  994  0  1 99  0  0
 0  0      0 18759624 321560 8421660    0    0     0    66  933  986  0  0 99  0  0
 0  0      0 18754616 321592 8421368    0    0     0    85  965  987  0  1 99  0  0
 0  0      0 18798240 321652 8421180    0    0     0    75 1273 1257  1  1 99  0  0
 1  0      0 18802532 321700 8415444    0    0     0    90  959 1005  0  1 99  0  0
 0  0      0 18801576 321756 8415592    0    0     0    71  923 1011  0  1 99  0  0
 0  0      0 18813140 321796 8413640    0    0     0    67  958  985  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18791956 321836 8413652    0    0     0    86  940 1042  0  1 99  0  0
 0  0      0 18794304 321888 8423940    0    0     0   106  970 1006  0  1 99  0  0
 0  0      0 18785704 321932 8424308    0    0     0    57  942  983  0  1 99  0  0
 0  0      0 18784032 321972 8427412    0    0     0    55  934  983  0  1 99  0  0
 0  0      0 18814376 322020 8423828    0    0     0    79 1074 1112  0  1 99  0  0
 0  0      0 18822616 322056 8414160    0    0     0    84  984 1014  0  1 99  0  0
 0  0      0 18825748 322092 8417360    0    0     0    64  968 1016  0  1 99  0  0
 0  0      0 18813044 322124 8415264    0    0     0    76 1031 1091  1  1 99  0  0
 0  0      0 18817536 322164 8412192    0    0     0    78 1003 1149  1  1 99  0  0
 0  0      0 18809572 322184 8424348    0    0     0    73  959 1003  0  1 99  0  0
 0  0      0 18803968 322228 8423840    0    0     0    92 1003 1056  0  1 99  0  0
 0  0      0 18766508 322276 8433316    0    0     0    93  972 1242  0  0 99  0  0
 0  0      0 18806788 322332 8424404    0    0     0   133 1049 1099  0  1 99  0  0
 0  0      0 18818952 322380 8414220    0    0     0   103  968 1044  0  1 99  0  0
 0  0      0 18810092 322448 8413868    0    0     0    90  979 1018  0  1 99  0  0
 0  0      0 18817156 322484 8415336    0    0     0    66  900  996  0  1 99  0  0
 1  0      0 18810180 322512 8412268    0    0     0    64 1040 1142  0  1 99  0  0
 0  0      0 18796676 322564 8424524    0    0     0    74  958  998  0  1 99  0  0
 0  0      0 18789488 322596 8424604    0    0     0    57  947  958  0  1 99  0  0
 1  0      0 18795932 322644 8424056    0    0     0    73  974 1011  0  1 99  0  0
 0  0      0 18804096 322704 8424204    0    0     0    79 1005 1034  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18809568 322752 8414164    0    0     0    95 1006 1048  0  1 99  0  0
 0  0      0 18815480 322792 8414324    0    0     0    78  942  949  0  1 99  0  0
 0  0      0 18799988 322836 8415340    0    0     0    78 1007 1107  0  1 99  0  0
 0  0      0 18815340 322884 8412424    0    0     0    71  967 1011  0  0 99  0  0
 0  0      0 18804564 322936 8424636    0    0     0    91 1103 1114  1  1 99  0  0
 0  0      0 18803004 322964 8424808    0    0     0    54  948 1002  0  1 99  0  0
 0  0      0 18779116 323024 8424664    0    0     0    88  989 1081  0  1 99  0  0
 0  0      0 18767652 323060 8424668    0    0     0    82  976 1108  0  1 99  0  0
 0  0      0 18753132 323212 8414024    0    0     0   138 1116 1713  1  1 99  0  0
 0  0      0 18695584 323292 8424884    0    0     0  1337 1562 1842  1  1 99  0  0
 0  0      0 18706756 323352 8420804    0    0     1   118  987 1042  0  1 99  0  0
 0  0      0 18719988 323560 8390404    0    0     0   958 2172 2525  1  1 98  0  0
 0  0      0 18729628 323608 8413516    0    0     0   933 1060 1436  1  1 99  0  0
 0  0      0 18770964 323664 8402388    0    0     0   320  967 1014  0  1 99  0  0
 0  0      0 18774876 323712 8405160    0    0     0   135 1025 1104  0  1 99  0  0
 0  0      0 18747860 323776 8415292    0    0     0  2926 1155 1389  1  1 99  0  0
 0  0      0 18765280 323824 8411572    0    0     0    95 1008 1035  0  1 99  0  0
 0  0      0 18759768 323884 8412744    0    0     0    93 1029 1127  0  1 99  0  0
 5  0      0 18767116 323916 8408464    0    0     0   105  975 1026  0  1 99  0  0
 0  0      0 18763604 323984 8407452    0    0     0    79  953 1075  0  1 99  0  0
 1  0      0 18751180 324024 8420464    0    0     0  1696  994 1000  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18767288 324060 8419212    0    0     0    42 1188 1092  0  1 99  0  0
 0  0      0 18765776 324084 8417660    0    0     0    86  995 1036  0  1 99  0  0
 0  0      0 18761076 324140 8418016    0    0     0    90  986 1055  0  1 99  0  0
 0  0      0 18765228 324172 8417568    0    0     0    57  998 1008  0  1 99  0  0
 0  0      0 18764316 324224 8415836    0    0     0    77  997  999  0  1 99  0  0
 0  0      0 18759588 324256 8418124    0    0     0    69  950  991  0  1 99  0  0
 0  0      0 18752096 324312 8417752    0    0     0    62 1017 1104  0  1 99  0  0
 0  0      0 18787044 324336 8406568    0    0     0    59 1260 1063  0  1 99  0  0
 0  0      0 18780660 324392 8408144    0    0     0    92  952 1025  0  1 99  0  0
 0  0      0 18775456 324432 8408092    0    0     0    52  961 1061  0  0 99  0  0
 1  0      0 18776184 324480 8405316    0    0     0    77 1076 1176  0  1 99  0  0
 0  0      0 18774904 324516 8408664    0    0     0    75  986  994  0  1 99  0  0
 0  0      0 18697040 324736 8413848    0    0     0   446 1373 2411  1  1 98  0  0
 0  0      0 18709224 324792 8412452    0    0     0   105 1030 1284  0  1 99  0  0
 2  0      0 18735328 324832 8409776    0    0     0    96 1193 1230  1  1 99  0  0
 0  0      0 18727448 324860 8418180    0    0     0    80  989  971  0  1 99  0  0
 0  0      0 18766948 324908 8412560    0    0     0   100 1023 1035  0  1 99  0  0
 0  0      0 18781708 324932 8412080    0    0     0    59 1086 1128  1  1 99  0  0
 0  0      0 18771824 325012 8412044    0    0     0    84  960 1041  0  1 99  0  0
 0  0      0 18782592 325060 8402384    0    0     0    91  966 1038  0  1 99  0  0
 0  0      0 18779780 325112 8402364    0    0     0    72  926  935  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18782312 325132 8400104    0    0     0    56 1039 1107  0  1 99  0  0
 0  0      0 18770652 325168 8400612    0    0     0    67  986 1030  0  1 99  0  0
 1  0      0 18766420 325212 8412072    0    0     0    79  973  973  0  1 99  0  0
 0  0      0 18762328 325252 8412280    0    0     0    54  962  993  0  0 99  0  0
 0  0      0 18766996 325300 8415696    0    0     0    83  952 1051  0  1 99  0  0
 0  0      0 18782256 325356 8403980    0    0     0    73 1010 1055  0  1 99  0  0
 0  0      0 18779604 325396 8394156    0    0     0    68  988  990  0  1 99  0  0
 0  0      0 18774800 325432 8397340    0    0     0    75 1093 1117  0  1 99  0  0
 0  0      0 18755192 325480 8401400    0    0     0   131  964 1286  0  1 99  0  0
 0  0      0 18795876 325528 8391796    0    0     0   118 1115 1342  1  1 99  0  0
 0  0      0 18785812 325584 8404568    0    0     0    81  938  990  0  1 99  0  0
 0  0      0 18787416 325616 8404048    0    0     0    48  929  924  0  1 99  0  0
 0  0      0 18789592 325652 8404600    0    0     0    67  994 1062  0  1 99  0  0
 0  0      0 18753704 325676 8404600    0    0     0    54  999 1158  0  1 99  0  0
 0  0      0 18768696 325728 8393820    0    0     0    82  981 1038  0  1 99  0  0
 0  0      0 18781508 325764 8393832    0    0     0    76  960  957  0  1 99  0  0
 0  0      0 18769776 325804 8394368    0    0     0    86  991 1045  0  1 99  0  0
 0  0      0 18786180 325848 8394504    0    0     0    67 1041 1084  1  1 99  0  0
 0  0      0 18777036 325884 8393864    0    0     0    65  992 1002  0  1 99  0  0
 0  0      0 18789384 325920 8394376    0    0     0    85  917  949  0  1 99  0  0
 0  0      0 18785316 325976 8392060    0    0     0    87 1008 1124  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18787672 326024 8392424    0    0     0    57  993 1060  0  1 99  0  0
 0  0      0 18780060 326076 8404632    0    0     0    75  988  990  0  1 99  0  0
 0  0      0 18783188 326092 8404632    0    0     0    74  931  967  0  0 99  0  0
 2  0      0 18780420 326124 8404316    0    0     0    75  997 1063  0  1 99  0  0
 0  0      0 18775436 326188 8404168    0    0     0    69  964 1036  0  1 99  0  0
 0  0      0 18785612 326240 8394060    0    0     0    85 1018 1013  0  1 99  0  0
 0  0      0 18784116 326280 8394572    0    0     0    64  970  940  0  1 99  0  0
 0  0      0 18737776 326328 8403936    0    0     0   126 1010 1420  0  1 99  0  0
 0  0      0 18710280 326384 8406696    0    0     0   143 1074 1979  1  1 99  0  0
 0  0      0 18724344 326436 8416404    0    0     0    98 1101 1254  0  1 99  0  0
 0  0      0 18724472 326496 8416848    0    0     0    82  975 1020  0  1 99  0  0
 0  0      0 18773532 326528 8412276    0    0     0    99 1153 1177  1  1 99  0  0
 0  0      0 18752128 326588 8408704    0    0     0    84 1098 1273  0  1 99  0  0
 0  0      0 18764540 326636 8398420    0    0     0    71  913  943  0  1 99  0  0
 0  0      0 18763856 326696 8397184    0    0     0    71  991  993  0  1 99  0  0
 0  0      0 18774904 326732 8397072    0    0     0    84  986 1148  0  1 99  0  0
 0  0      0 18771276 326780 8397072    0    0     0    77 1039 1059  0  1 99  0  0
 0  0      0 18767752 326824 8409300    0    0     0    74  949  963  0  1 99  0  0
 1  0      0 18767456 326876 8408844    0    0     0    87  969  988  0  1 99  0  0
 0  0      0 18769040 326904 8409388    0    0     0    58  903  982  0  1 99  0  0
 0  0      0 18771668 326968 8409384    0    0     0    79  963 1002  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18774500 327004 8398684    0    0     0    70  973  993  0  1 99  0  0
 0  0      0 18767208 327056 8402276    0    0     0    66  946 1006  0  0 99  0  0
 0  0      0 18768608 327084 8396728    0    0     0    61  949 1029  0  1 99  0  0
 0  0      0 18772428 327144 8397104    0    0     0    97  947 1008  0  1 99  0  0
 0  0      0 18760376 327172 8409384    0    0     0    64  972 1049  0  1 99  0  0
 0  0      0 18758196 327228 8412976    0    0     0    89  971 1010  0  1 99  0  0
 0  0      0 18723524 327272 8418040    0    0     0    87 1040 1332  0  1 99  0  0
 0  0      0 18725132 327336 8415472    0    0     0   123  940 1132  0  1 99  0  0
 0  0      0 18762484 327380 8395168    0    0     0    82  966 1018  0  1 99  0  0
 0  0      0 18761432 327428 8395180    0    0     0    82  943 1011  0  1 99  0  0
 0  0      0 18760388 327460 8396316    0    0     0    66 1077 1197  0  1 99  0  0
 0  0      0 18766696 327508 8392744    0    0     0    87 1092 1295  1  1 99  0  0
 0  1      0 18762036 327544 8405348    0    0     0    87 1000 1016  0  1 99  0  0
 0  0      0 18764684 327584 8405544    0    0     0    85  954  986  0  1 99  0  0
 0  0      0 18759200 327612 8405184    0    0     0    48  985 1043  0  1 99  0  0
 0  0      0 18774100 328044 8408512    0    0   199   161 1114 1343  1  1 99  0  0
 0  0      0 18778400 328104 8398092    0    0     0   313  947 1001  0  1 99  0  0
 0  0      0 18784184 328144 8398616    0    0     0    75  985  998  0  1 99  0  0
 1  0      0 18783628 328220 8397024    0    0     0    72  928 1018  0  1 99  0  0
 0  0      0 18787596 328264 8396660    0    0     0    90 1003 1022  0  1 99  0  0
 0  0      0 18773676 328308 8409320    0    0     0    72  950  996  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18768792 328364 8408940    0    0     0    83  960  965  0  1 99  0  0
 0  0      0 18771424 328396 8408964    0    0     0    49  914  991  0  1 99  0  0
 0  0      0 18775872 328460 8409336    0    0     0    94 1005 1047  0  1 99  0  0
 0  0      0 18786512 328516 8399144    0    0     0    77  932 1047  0  1 99  0  0
 0  0      0 18777264 328560 8399156    0    0     0    85  935  966  0  1 99  0  0
 0  0      0 18770664 328592 8401740    0    0     0    68  957 1045  0  1 99  0  0
 0  0      0 18778136 328632 8398684    0    0     0    61 1004 1052  0  1 99  0  0
 0  0      0 18787308 328688 8399316    0    0     0    82  990 1020  0  1 99  0  0
 0  0      0 18733044 328732 8410640    0    0     0   126 1001 1333  0  1 99  0  0
 0  0      0 18774452 328784 8396808    0    0     0   103 1002 1045  0  0 99  0  0
 0  0      0 18769328 328812 8397344    0    0     0    85  989 1162  0  1 99  0  0
 0  0      0 18770220 328848 8409172    0    0     0    75  997 1036  0  1 99  0  0
 0  0      0 18751828 328880 8412248    0    0     0    46  969  984  0  1 99  0  0
 0  0      0 18744604 328928 8412628    0    0     0    83  989 1046  0  1 99  0  0
 0  0      0 18733628 328972 8409640    0    0     0    91 1013 1147  0  1 99  0  0
 1  0      0 18741704 329020 8399024    0    0     0    96 1017 1042  0  1 99  0  0
 0  0      0 18746972 329060 8399416    0    0     0    61  920  941  0  0 99  0  0
 0  0      0 18754244 329096 8397280    0    0     0    58 1002  970  0  1 99  0  0
 0  0      0 18767004 329164 8397508    0    0     0   101 1064 1129  0  1 99  0  0
 1  0      0 18756908 329216 8410276    0    0     0    67  931  990  0  1 99  0  0
 0  0      0 18764688 329244 8409416    0    0     0    68  976 1037  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18761968 329268 8409292    0    0     0    45  940  960  0  1 99  0  0
 0  0      0 18768672 329332 8409616    0    0     0    80 1049 1088  0  1 99  0  0
 0  0      0 18774544 329364 8399572    0    0     0    87  974 1046  0  1 99  0  0
 0  0      0 18772652 329424 8402548    0    0     0    94  999 1009  0  1 99  0  0
 0  0      0 18737176 329480 8406588    0    0     0   128 1008 1201  0  1 99  0  0
 0  0      0 18737812 329512 8403648    0    0     0    93 1006 1078  0  1 99  0  0
 0  0      0 18752060 329572 8410428    0    0     0    99  945 1008  0  1 99  0  0
 0  0      0 18753800 329604 8409768    0    0     0    51 1023 1022  0  1 99  0  0
 0  0      0 18757404 329640 8412868    0    0     0    73 1022  969  0  1 99  0  0
 0  0      0 18745152 329708 8409880    0    0     0  1704 1037 1235  0  1 99  0  0
 0  0      0 18760268 329736 8399236    0    0     0    93  975 1036  0  1 99  0  0
 0  0      0 18741224 329784 8402812    0    0     0   101  970 1025  0  1 99  0  0
 0  0      0 18752496 329804 8400880    0    0     0    66 1051 1151  0  1 99  0  0
 0  0      0 18748336 329868 8397832    0    0     0    86  999 1164  0  1 99  0  0
 0  0      0 18734360 329924 8409784    0    0     0   457 1004 1002  0  1 99  0  0
 0  0      0 18731024 329972 8409688    0    0     0  1305  973  988  0  1 99  0  0
 0  0      0 18737448 329988 8410048    0    0     0    69  983 1004  0  1 99  0  0
 0  0      0 18748776 330032 8410204    0    0     0    75 1057 1210  1  1 99  0  0
 0  0      0 18759664 330080 8399728    0    0     0    62  983  979  0  1 99  0  0
 0  0      0 18764672 330144 8403104    0    0     0    79  955 1028  0  0 99  0  0
 0  0      0 18763200 330164 8400092    0    0     0    58  954  964  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18758044 330240 8403224    0    0     0    87  972 1033  0  1 99  0  0
 0  0      0 18761336 330264 8400064    0    0     0    65  952  991  0  1 99  0  0
 0  0      0 18761396 330324 8399540    0    0     0    74  936  988  0  1 99  0  0
 0  0      0 18726932 330352 8406792    0    0     0    91  964 1237  0  0 99  0  0
 0  0      0 18758396 330412 8400660    0    0     0   121 1024 1171  0  1 99  0  0
 0  0      0 18752612 330444 8410200    0    0     0    76  955  967  0  0 99  0  0
 0  0      0 18756808 330492 8410236    0    0     0    60  999 1029  0  1 99  0  0
 0  0      0 18750120 330532 8413304    0    0     0    78  991 1038  0  1 99  0  0
 0  0      0 18742580 330556 8410256    0    0     0    87 1115 1186  1  1 99  0  0
 0  0      0 18760204 330600 8399984    0    0     0    74  963  991  0  1 99  0  0
 1  0      0 18755972 330644 8400140    0    0     0    58  996  979  0  1 99  0  0
 0  0      0 18759320 330672 8398156    0    0     0    82 1030 1067  0  1 99  0  0
 0  0      0 18770880 330728 8398264    0    0     0    81 1002 1089  0  1 99  0  0
 0  0      0 18759496 330792 8409872    0    0     0   109 1002 1003  0  1 99  0  0
 0  0      0 18756644 330824 8413332    0    0     0    68  940  983  0  1 99  0  0
 0  0      0 18754016 330852 8413508    0    0     0    78  988 1076  0  1 99  0  0
 0  0      0 18745496 330904 8410416    0    0     0    80 1022 1155  0  1 99  0  0
 1  0      0 18759448 330936 8399652    0    0     0    53 1021  996  0  1 99  0  0
 0  0      0 18784176 330968 8399672    0    0     0    53 1109 1041  0  1 99  0  0
 0  0      0 18789704 331000 8398496    0    0     0    86  953 1048  0  1 99  0  0
 0  0      0 18780208 331048 8398496    0    0     0    58  939  997  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18785612 331100 8408176    0    0     0   113  969 1050  0  1 99  0  0
 0  0      0 18786296 331132 8407756    0    0     0    65  964  984  0  1 99  0  0
 0  0      0 18733800 331180 8419764    0    0     0   110 1062 1405  0  1 99  0  0
 0  0      0 18775900 331236 8411304    0    0     0   126 1026 1076  0  1 99  0  0
 0  0      0 18776592 331280 8402148    0    0     0    84  913 1006  0  1 99  0  0
 0  0      0 18780232 331324 8401776    0    0     0    50  955  959  0  1 99  0  0
 1  0      0 18783872 331368 8399660    0    0     0    83  929 1033  0  1 99  0  0
 0  0      0 18780228 331408 8400172    0    0     0    55 1018 1103  0  1 99  0  0
 0  0      0 18771908 331468 8410788    0    0     0   107  953 1047  0  1 99  0  0
